date,action,ticker,name,value,contraticker,contraname,_ticker
2005-01-03,split,JEF,JEFFERIES FINANCIAL GROUP INC,1.5,N/A,N/A,JEF
2001-03-05,split,JKHY,JACK HENRY & ASSOCIATES INC,2,N/A,N/A,JKHY
2000-03-03,split,JKHY,JACK HENRY & ASSOCIATES INC,2,N/A,N/A,JKHY
2001-06-13,split,JNJ,JOHNSON & JOHNSON,2,N/A,N/A,JNJ
1998-01-13,split,JOE,ST JOE CO,3,N/A,N/A,JOE
2000-06-12,split,JPM,JPMORGAN CHASE & CO,1.5,N/A,N/A,JPM
1998-06-15,split,JPM,JPMORGAN CHASE & CO,2,N/A,N/A,JPM
2021-08-30,split,JXN,JACKSON FINANCIAL INC,104960.38363,N/A,N/A,JXN
2001-07-12,split,KAI,KADANT INC,0.2,N/A,N/A,KAI
2005-04-29,split,KBH,KB HOME,2,N/A,N/A,KBH
2006-06-01,split,KEX,KIRBY CORP,2,N/A,N/A,KEX
1998-03-09,split,KEY,KEYCORP,2,N/A,N/A,KEY
2023-06-20,split,KGS,KODIAK GAS SERVICES INC,590000,N/A,N/A,KGS
2005-08-24,split,KIM,KIMCO REALTY CORP,2,N/A,N/A,KIM
2001-12-24,split,KIM,KIMCO REALTY CORP,1.5,N/A,N/A,KIM
2026-06-12,split,KLAC,KLA CORP,10,N/A,N/A,KLAC
2000-01-19,split,KLAC,KLA CORP,2,N/A,N/A,KLAC
2007-12-19,split,KMT,KENNAMETAL INC,2,N/A,N/A,KMT
2007-03-27,split,KMX,CARMAX INC,2,N/A,N/A,KMX
2022-06-09,split,KNTK,KINETIK HOLDINGS INC,2,N/A,N/A,KNTK
2020-07-01,split,KNTK,KINETIK HOLDINGS INC,0.05,N/A,N/A,KNTK
2017-09-11,split,KNX,KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC,0.72,N/A,N/A,KNX
2012-08-13,split,KO,COCA COLA CO,2,N/A,N/A,KO
2015-07-14,split,KR,KROGER CO,2,N/A,N/A,KR
1999-06-29,split,KR,KROGER CO,2,N/A,N/A,KR
2014-08-12,split,KRG,KITE REALTY GROUP TRUST,0.25,N/A,N/A,KRG
2000-04-25,split,KSS,KOHLS CORP,2,N/A,N/A,KSS
1998-04-28,split,KSS,KOHLS CORP,2,N/A,N/A,KSS
2009-09-11,split,KTOS,KRATOS DEFENSE & SECURITY SOLUTIONS INC,0.1,N/A,N/A,KTOS
2006-05-09,split,L,LOEWS CORP,3,N/A,N/A,L
2001-03-21,split,L,LOEWS CORP,2,N/A,N/A,L
1998-03-02,split,LAMR,LAMAR ADVERTISING CO,1.5,N/A,N/A,LAMR
2005-09-08,split,LCII,LCI INDUSTRIES,2,N/A,N/A,LCII
2013-09-30,split,LDOS,LEIDOS HOLDINGS INC,0.25,N/A,N/A,LDOS
2011-03-18,split,LEA,LEAR CORP,2,N/A,N/A,LEA
2011-06-01,split,LECO,LINCOLN ELECTRIC HOLDINGS INC,2,N/A,N/A,LECO
1998-06-16,split,LECO,LINCOLN ELECTRIC HOLDINGS INC,2,N/A,N/A,LECO
2004-01-21,split,LEN,LENNAR CORP,2,N/A,N/A,LEN
2010-11-19,split,LGND,LIGAND PHARMACEUTICALS INC,0.16667,N/A,N/A,LGND
2002-05-13,split,LH,LABCORP HOLDINGS INC,2,N/A,N/A,LH
2001-06-12,split,LH,LABCORP HOLDINGS INC,2,N/A,N/A,LH
2000-05-04,split,LH,LABCORP HOLDINGS INC,0.1,N/A,N/A,LH
2005-03-31,split,LHX,L3HARRIS TECHNOLOGIES INC,2,N/A,N/A,LHX
2012-09-19,split,LKQ,LKQ CORP,2,N/A,N/A,LKQ
2007-12-04,split,LKQ,LKQ CORP,2,N/A,N/A,LKQ
2006-01-17,split,LKQ,LKQ CORP,2,N/A,N/A,LKQ
1999-01-04,split,LMT,LOCKHEED MARTIN CORP,2,N/A,N/A,LMT
1999-06-22,split,LNC,LINCOLN NATIONAL CORP,2,N/A,N/A,LNC
2016-05-20,split,LNT,ALLIANT ENERGY CORP,2,N/A,N/A,LNT
2006-07-03,split,LOW,LOWES COMPANIES INC,2,N/A,N/A,LOW
2001-07-02,split,LOW,LOWES COMPANIES INC,2,N/A,N/A,LOW
1998-06-29,split,LOW,LOWES COMPANIES INC,2,N/A,N/A,LOW
2024-10-03,split,LRCX,LAM RESEARCH CORP,10,N/A,N/A,LRCX
2000-03-17,split,LRCX,LAM RESEARCH CORP,3,N/A,N/A,LRCX
2000-10-12,split,LSCC,LATTICE SEMICONDUCTOR CORP,2,N/A,N/A,LSCC
1999-09-17,split,LSCC,LATTICE SEMICONDUCTOR CORP,2,N/A,N/A,LSCC
2005-01-10,split,LSTR,LANDSTAR SYSTEM INC,2,N/A,N/A,LSTR
2003-11-14,split,LSTR,LANDSTAR SYSTEM INC,2,N/A,N/A,LSTR
2002-08-13,split,LSTR,LANDSTAR SYSTEM INC,2,N/A,N/A,LSTR
2011-07-12,split,LULU,LULULEMON ATHLETICA INC,2,N/A,N/A,LULU
2001-02-16,split,LUV,SOUTHWEST AIRLINES CO,1.5,N/A,N/A,LUV
1999-07-20,split,LUV,SOUTHWEST AIRLINES CO,1.5,N/A,N/A,LUV
1998-08-21,split,LUV,SOUTHWEST AIRLINES CO,1.5,N/A,N/A,LUV
2004-12-11,split,LVS,LAS VEGAS SANDS CORP,266,N/A,N/A,LVS
2025-11-11,split,LXP,LXP INDUSTRIAL TRUST,0.2,N/A,N/A,LXP
2006-06-12,split,M,MACY'S INC,2,N/A,N/A,M
2014-01-22,split,MA,MASTERCARD INC,10,N/A,N/A,MA
2014-01-13,split,MANH,MANHATTAN ASSOCIATES INC,4,N/A,N/A,MANH
2006-06-12,split,MAR,MARRIOTT INTERNATIONAL INC,2,N/A,N/A,MAR
2019-04-08,split,MARA,MARA HOLDINGS INC,0.25,N/A,N/A,MARA
2017-10-30,split,MARA,MARA HOLDINGS INC,0.25,N/A,N/A,MARA
2014-12-23,split,MARA,MARA HOLDINGS INC,2,N/A,N/A,MARA
2013-07-22,split,MARA,MARA HOLDINGS INC,0.07692,N/A,N/A,MARA
1998-07-13,split,MAS,MASCO CORP,2,N/A,N/A,MAS
2022-01-18,split,MBIN,MERCHANTS BANCORP,1.5,N/A,N/A,MBIN
1999-03-08,split,MCD,MCDONALDS CORP,2,N/A,N/A,MCD
2021-10-13,split,MCHP,MICROCHIP TECHNOLOGY INC,2,N/A,N/A,MCHP
2002-05-09,split,MCHP,MICROCHIP TECHNOLOGY INC,1.5,N/A,N/A,MCHP
2000-09-27,split,MCHP,MICROCHIP TECHNOLOGY INC,1.5,N/A,N/A,MCHP
2000-02-08,split,MCHP,MICROCHIP TECHNOLOGY INC,1.5,N/A,N/A,MCHP
1998-01-05,split,MCK,MCKESSON CORP,2,N/A,N/A,MCK
2005-05-19,split,MCO,MOODYS CORP,2,N/A,N/A,MCO
2005-03-31,split,MCRI,MONARCH CASINO & RESORT INC,2,N/A,N/A,MCRI
2013-12-20,split,MD,PEDIATRIX MEDICAL GROUP INC,2,N/A,N/A,MD
2006-04-28,split,MD,PEDIATRIX MEDICAL GROUP INC,2,N/A,N/A,MD
1999-09-27,split,MDT,MEDTRONIC PLC,2,N/A,N/A,MDT
2006-07-27,split,MDU,MDU RESOURCES GROUP INC,1.5,N/A,N/A,MDU
2003-10-30,split,MDU,MDU RESOURCES GROUP INC,1.5,N/A,N/A,MDU
1998-07-14,split,MDU,MDU RESOURCES GROUP INC,1.5,N/A,N/A,MDU
2014-02-10,split,MGEE,MGE ENERGY INC,1.5,N/A,N/A,MGEE
2005-05-19,split,MGM,MGM RESORTS INTERNATIONAL,2,N/A,N/A,MGM
2000-02-28,split,MGM,MGM RESORTS INTERNATIONAL,2,N/A,N/A,MGM
2002-06-20,split,MHO,M/I HOMES INC,2,N/A,N/A,MHO
2014-06-27,split,MIDD,MIDDLEBY CORP,3,N/A,N/A,MIDD
2007-06-18,split,MIDD,MIDDLEBY CORP,2,N/A,N/A,MIDD
2020-12-01,split,MKC,MCCORMICK & CO INC,2,N/A,N/A,MKC
2002-04-09,split,MKC,MCCORMICK & CO INC,2,N/A,N/A,MKC
2026-07-01,split,MLI,MUELLER INDUSTRIES INC,2,N/A,N/A,MLI
2023-10-23,split,MLI,MUELLER INDUSTRIES INC,2,N/A,N/A,MLI
2014-03-31,split,MLI,MUELLER INDUSTRIES INC,2,N/A,N/A,MLI
1998-05-28,split,MLI,MUELLER INDUSTRIES INC,2,N/A,N/A,MLI
2003-09-30,split,MMM,3M CO,2,N/A,N/A,MMM
2013-07-01,split,MMS,MAXIMUS INC,2,N/A,N/A,MMS
2011-07-01,split,MMS,MAXIMUS INC,2,N/A,N/A,MMS
2011-05-06,split,MMSI,MERIT MEDICAL SYSTEMS INC,1.25,N/A,N/A,MMSI
2003-12-03,split,MMSI,MERIT MEDICAL SYSTEMS INC,1.33333,N/A,N/A,MMSI
2003-08-15,split,MMSI,MERIT MEDICAL SYSTEMS INC,1.33333,N/A,N/A,MMSI
2002-04-12,split,MMSI,MERIT MEDICAL SYSTEMS INC,1.25,N/A,N/A,MMSI
2001-08-28,split,MMSI,MERIT MEDICAL SYSTEMS INC,1.25,N/A,N/A,MMSI
2026-08-11,split,MNST,MONSTER BEVERAGE CORP,2,N/A,N/A,MNST
2023-03-28,split,MNST,MONSTER BEVERAGE CORP,2,N/A,N/A,MNST
2016-11-10,split,MNST,MONSTER BEVERAGE CORP,3,N/A,N/A,MNST
2012-02-16,split,MNST,MONSTER BEVERAGE CORP,2,N/A,N/A,MNST
2006-07-10,split,MNST,MONSTER BEVERAGE CORP,4,N/A,N/A,MNST
2005-08-09,split,MNST,MONSTER BEVERAGE CORP,2,N/A,N/A,MNST
2005-04-04,split,MOG.A,MOOG INC,1.5,N/A,N/A,MOG.A
2004-02-18,split,MOG.A,MOOG INC,1.5,N/A,N/A,MOG.A
2001-09-24,split,MOG.A,MOOG INC,1.5,N/A,N/A,MOG.A
2011-05-23,split,MOH,MOLINA HEALTHCARE INC,1.5,N/A,N/A,MOH
2015-06-11,split,MPC,MARATHON PETROLEUM CORP,2,N/A,N/A,MPC
1999-12-21,split,MRCY,MERCURY SYSTEMS INC,2,N/A,N/A,MRCY
1999-02-17,split,MRK,MERCK & CO INC,2,N/A,N/A,MRK
2006-07-25,split,MRVL,MARVELL TECHNOLOGY INC,2,N/A,N/A,MRVL
2004-06-29,split,MRVL,MARVELL TECHNOLOGY INC,2,N/A,N/A,MRVL
2000-01-27,split,MS,MORGAN STANLEY,2,N/A,N/A,MS
2004-01-29,split,MSA,MSA SAFETY INC,3,N/A,N/A,MSA
2000-05-25,split,MSA,MSA SAFETY INC,3,N/A,N/A,MSA
2003-02-18,split,MSFT,MICROSOFT CORP,2,N/A,N/A,MSFT
1999-03-29,split,MSFT,MICROSOFT CORP,2,N/A,N/A,MSFT
1998-02-23,split,MSFT,MICROSOFT CORP,2,N/A,N/A,MSFT
2011-01-04,split,MSI,MOTOROLA SOLUTIONS INC,0.14286,N/A,N/A,MSI
2000-06-02,split,MSI,MOTOROLA SOLUTIONS INC,3,N/A,N/A,MSI
1998-05-26,split,MSM,MSC INDUSTRIAL DIRECT CO INC,2,N/A,N/A,MSM
2024-08-08,split,MSTR,STRATEGY INC,10,N/A,N/A,MSTR
2002-07-31,split,MSTR,STRATEGY INC,0.1,N/A,N/A,MSTR
2000-01-27,split,MSTR,STRATEGY INC,2,N/A,N/A,MSTR
2000-10-06,split,MTB,M&T BANK CORP,10,N/A,N/A,MTB
2008-08-21,split,MTCH,MATCH GROUP INC,0.5,N/A,N/A,MTCH
2005-08-09,split,MTCH,MATCH GROUP INC,0.5,N/A,N/A,MTCH
2000-02-25,split,MTCH,MATCH GROUP INC,2,N/A,N/A,MTCH
1998-03-27,split,MTCH,MATCH GROUP INC,2,N/A,N/A,MTCH
2025-01-03,split,MTH,MERITAGE HOMES CORP,2,N/A,N/A,MTH
2005-01-10,split,MTH,MERITAGE HOMES CORP,2,N/A,N/A,MTH
2002-04-29,split,MTH,MERITAGE HOMES CORP,2,N/A,N/A,MTH
2012-12-12,split,MTX,MINERALS TECHNOLOGIES INC,2,N/A,N/A,MTX
2000-06-20,split,MTZ,MASTEC INC,1.5,N/A,N/A,MTZ
2000-05-02,split,MU,MICRON TECHNOLOGY INC,2,N/A,N/A,MU
2005-06-06,split,MUR,MURPHY OIL CORP,2,N/A,N/A,MUR
2002-12-31,split,MUR,MURPHY OIL CORP,2,N/A,N/A,MUR
1998-01-28,split,MZTI,MARZETTI CO,1.5,N/A,N/A,MZTI
2022-08-29,split,NDAQ,NASDAQ INC,3,N/A,N/A,NDAQ
2011-04-13,split,NDSN,NORDSON CORP,2,N/A,N/A,NDSN
2000-09-13,split,NDSN,NORDSON CORP,2,N/A,N/A,NDSN
2020-10-27,split,NEE,NEXTERA ENERGY INC,4,N/A,N/A,NEE
2005-03-16,split,NEE,NEXTERA ENERGY INC,2,N/A,N/A,NEE
2003-04-16,split,NEO,NEOGENOMICS INC,0.01,N/A,N/A,NEO
2021-06-07,split,NEOG,NEOGEN CORP,2,N/A,N/A,NEOG
2018-01-02,split,NEOG,NEOGEN CORP,1.33333,N/A,N/A,NEOG
2013-10-31,split,NEOG,NEOGEN CORP,1.5,N/A,N/A,NEOG
2009-12-16,split,NEOG,NEOGEN CORP,1.5,N/A,N/A,NEOG
2007-09-05,split,NEOG,NEOGEN CORP,1.5,N/A,N/A,NEOG
2004-01-02,split,NEOG,NEOGEN CORP,1.25,N/A,N/A,NEOG
2002-07-01,split,NEU,NEWMARKET CORP,0.2,N/A,N/A,NEU
2001-09-10,split,NFG,NATIONAL FUEL GAS CO,2,N/A,N/A,NFG
2025-11-17,split,NFLX,NETFLIX INC,10,N/A,N/A,NFLX
2015-07-15,split,NFLX,NETFLIX INC,7,N/A,N/A,NFLX
2004-02-12,split,NFLX,NETFLIX INC,2,N/A,N/A,NFLX
1998-02-23,split,NI,NISOURCE INC,2,N/A,N/A,NI
2015-03-04,split,NJR,NEW JERSEY RESOURCES CORP,2,N/A,N/A,NJR
2008-03-04,split,NJR,NEW JERSEY RESOURCES CORP,1.5,N/A,N/A,NJR
2002-03-04,split,NJR,NEW JERSEY RESOURCES CORP,1.5,N/A,N/A,NJR
2015-12-24,split,NKE,NIKE INC,2,N/A,N/A,NKE
2012-12-26,split,NKE,NIKE INC,2,N/A,N/A,NKE
2007-04-03,split,NKE,NIKE INC,2,N/A,N/A,NKE
2022-09-26,split,NLY,ANNALY CAPITAL MANAGEMENT INC,0.25,N/A,N/A,NLY
2004-06-22,split,NOC,NORTHROP GRUMMAN CORP,2,N/A,N/A,NOC
2020-09-21,split,NOG,NORTHERN OIL & GAS INC,0.1,N/A,N/A,NOG
2007-10-01,split,NOV,NOV INC,2,N/A,N/A,NOV
2010-12-29,split,NOVT,NOVANTA INC,0.33333,N/A,N/A,NOVT
2025-12-18,split,NOW,SERVICENOW INC,5,N/A,N/A,NOW
2007-06-01,split,NRG,NRG ENERGY INC,2,N/A,N/A,NRG
2000-09-19,split,NSIT,INSIGHT ENTERPRISES INC,1.5,N/A,N/A,NSIT
1999-02-19,split,NSIT,INSIGHT ENTERPRISES INC,1.5,N/A,N/A,NSIT
1998-09-09,split,NSIT,INSIGHT ENTERPRISES INC,1.5,N/A,N/A,NSIT
2000-03-23,split,NTAP,NETAPP INC,2,N/A,N/A,NTAP
1999-12-21,split,NTAP,NETAPP INC,2,N/A,N/A,NTAP
1998-12-22,split,NTAP,NETAPP INC,2,N/A,N/A,NTAP
1999-12-10,split,NTRS,NORTHERN TRUST CORP,2,N/A,N/A,NTRS
2006-06-01,split,NUE,NUCOR CORP,2,N/A,N/A,NUE
2004-10-18,split,NUE,NUCOR CORP,2,N/A,N/A,NUE
2024-06-10,split,NVDA,NVIDIA CORP,10,N/A,N/A,NVDA
2021-07-20,split,NVDA,NVIDIA CORP,4,N/A,N/A,NVDA
2007-09-11,split,NVDA,NVIDIA CORP,1.5,N/A,N/A,NVDA
2006-04-07,split,NVDA,NVIDIA CORP,2,N/A,N/A,NVDA
2001-09-17,split,NVDA,NVIDIA CORP,2,N/A,N/A,NVDA
2000-06-27,split,NVDA,NVIDIA CORP,2,N/A,N/A,NVDA
2009-12-18,split,NWBI,NORTHWEST BANCSHARES INC,2.25,N/A,N/A,NWBI
1998-07-02,split,NYT,NEW YORK TIMES CO,2,N/A,N/A,NYT
2005-01-03,split,O,REALTY INCOME CORP,2,N/A,N/A,O
2024-03-28,split,ODFL,OLD DOMINION FREIGHT LINE INC,2,N/A,N/A,ODFL
2020-03-25,split,ODFL,OLD DOMINION FREIGHT LINE INC,1.5,N/A,N/A,ODFL
2012-09-10,split,ODFL,OLD DOMINION FREIGHT LINE INC,1.5,N/A,N/A,ODFL
2010-08-24,split,ODFL,OLD DOMINION FREIGHT LINE INC,1.5,N/A,N/A,ODFL
2005-12-01,split,ODFL,OLD DOMINION FREIGHT LINE INC,1.5,N/A,N/A,ODFL
2004-05-21,split,ODFL,OLD DOMINION FREIGHT LINE INC,1.5,N/A,N/A,ODFL
2003-06-17,split,ODFL,OLD DOMINION FREIGHT LINE INC,1.5,N/A,N/A,ODFL
2003-01-16,split,OFG,OFG BANCORP,1.25,N/A,N/A,OFG
1998-10-16,split,OFG,OFG BANCORP,1.33333,N/A,N/A,OFG
2013-07-02,split,OGE,OGE ENERGY CORP,2,N/A,N/A,OGE
1998-06-16,split,OGE,OGE ENERGY CORP,2,N/A,N/A,OGE
2011-06-13,split,OII,OCEANEERING INTERNATIONAL INC,2,N/A,N/A,OII
2006-06-19,split,OII,OCEANEERING INTERNATIONAL INC,2,N/A,N/A,OII
2012-06-04,split,OKE,ONEOK INC,2,N/A,N/A,OKE
2001-06-12,split,OKE,ONEOK INC,2,N/A,N/A,OKE
2007-06-26,split,OMC,OMNICOM GROUP INC,2,N/A,N/A,OMC
2005-01-03,split,ONB,OLD NATIONAL BANCORP,1.05,N/A,N/A,ONB
2004-01-02,split,ONB,OLD NATIONAL BANCORP,1.05,N/A,N/A,ONB
2003-01-02,split,ONB,OLD NATIONAL BANCORP,1.05,N/A,N/A,ONB
1999-05-25,split,ONB,OLD NATIONAL BANCORP,1.5,N/A,N/A,ONB
2020-02-03,split,OPCH,OPTION CARE HEALTH INC,0.25,N/A,N/A,OPCH
2009-12-09,split,OPLN,OPENLANE INC,10,N/A,N/A,OPLN
2000-10-13,split,ORCL,ORACLE CORP,2,N/A,N/A,ORCL
2000-01-19,split,ORCL,ORACLE CORP,2,N/A,N/A,ORCL
1999-03-01,split,ORCL,ORACLE CORP,1.5,N/A,N/A,ORCL
2006-01-03,split,ORI,OLD REPUBLIC INTERNATIONAL CORP,1.25,N/A,N/A,ORI
2003-12-31,split,ORI,OLD REPUBLIC INTERNATIONAL CORP,1.5,N/A,N/A,ORI
1998-05-05,split,ORI,OLD REPUBLIC INTERNATIONAL CORP,1.5,N/A,N/A,ORI
2025-06-10,split,ORLY,O REILLY AUTOMOTIVE INC,15,N/A,N/A,ORLY
2005-06-16,split,ORLY,O REILLY AUTOMOTIVE INC,2,N/A,N/A,ORLY
1999-12-01,split,ORLY,O REILLY AUTOMOTIVE INC,2,N/A,N/A,ORLY
2005-08-29,split,OSK,OSHKOSH CORP,2,N/A,N/A,OSK
2003-08-14,split,OSK,OSHKOSH CORP,2,N/A,N/A,OSK
1999-08-20,split,OSK,OSHKOSH CORP,1.5,N/A,N/A,OSK
2000-03-16,split,OTTR,OTTER TAIL CORP,2,N/A,N/A,OTTR
2025-01-17,split,OUT,OUTFRONT MEDIA INC,0.97604,N/A,N/A,OUT
2020-01-27,split,OVV,OVINTIV INC,0.2,N/A,N/A,OVV
2005-05-23,split,OVV,OVINTIV INC,2,N/A,N/A,OVV
2006-08-16,split,OXY,OCCIDENTAL PETROLEUM CORP,2,N/A,N/A,OXY
2014-06-24,split,OZK,BANK OF THE OZARKS INC,2,N/A,N/A,OZK
2011-08-17,split,OZK,BANK OF THE OZARKS INC,2,N/A,N/A,OZK
2003-12-11,split,OZK,BANK OF THE OZARKS INC,2,N/A,N/A,OZK
2002-06-18,split,OZK,BANK OF THE OZARKS INC,2,N/A,N/A,OZK
2006-06-02,split,PAG,PENSKE AUTOMOTIVE GROUP INC,2,N/A,N/A,PAG
2024-12-16,split,PANW,PALO ALTO NETWORKS INC,2,N/A,N/A,PANW
2022-09-14,split,PANW,PALO ALTO NETWORKS INC,3,N/A,N/A,PANW
2014-01-29,split,PARR,PAR PACIFIC HOLDINGS INC,0.1,N/A,N/A,PARR
2011-07-13,split,PARR,PAR PACIFIC HOLDINGS INC,0.1,N/A,N/A,PARR
2024-12-16,split,PATK,PATRICK INDUSTRIES INC,1.5,N/A,N/A,PATK
2017-12-11,split,PATK,PATRICK INDUSTRIES INC,1.5,N/A,N/A,PATK
2015-06-01,split,PATK,PATRICK INDUSTRIES INC,1.5,N/A,N/A,PATK
2014-03-02,split,PAYC,PAYCOM SOFTWARE INC,50,N/A,N/A,PAYC
2000-05-23,split,PAYX,PAYCHEX INC,1.5,N/A,N/A,PAYX
1999-05-24,split,PAYX,PAYCHEX INC,1.5,N/A,N/A,PAYX
1998-05-26,split,PAYX,PAYCHEX INC,1.5,N/A,N/A,PAYX
2002-06-03,split,PB,PROSPERITY BANCSHARES INC,2,N/A,N/A,PB
1998-01-20,split,PBI,PITNEY BOWES INC,2,N/A,N/A,PBI
2023-02-08,split,PCAR,PACCAR INC,1.5,N/A,N/A,PCAR
2007-10-10,split,PCAR,PACCAR INC,1.5,N/A,N/A,PCAR
2006-08-11,split,PCAR,PACCAR INC,1.5,N/A,N/A,PCAR
2004-02-06,split,PCAR,PACCAR INC,1.5,N/A,N/A,PCAR
2002-05-29,split,PCAR,PACCAR INC,1.5,N/A,N/A,PCAR
2008-02-05,split,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,2,N/A,N/A,PEG
2025-06-23,split,PEGA,PEGASYSTEMS INC,2,N/A,N/A,PEGA
2014-04-02,split,PEGA,PEGASYSTEMS INC,2,N/A,N/A,PEGA
2022-02-02,split,PENG,PENGUIN SOLUTIONS INC,2,N/A,N/A,PENG
2005-03-08,split,PENN,PENN ENTERTAINMENT INC,2,N/A,N/A,PENN
2002-06-26,split,PENN,PENN ENTERTAINMENT INC,2,N/A,N/A,PENN
1999-07-01,split,PFE,PFIZER INC,3,N/A,N/A,PFE
2015-08-28,split,PFGC,PERFORMANCE FOOD GROUP CO,0.485,N/A,N/A,PFGC
2004-06-21,split,PG,PROCTER & GAMBLE CO,2,N/A,N/A,PG
2006-05-19,split,PGR,PROGRESSIVE CORP,4,N/A,N/A,PGR
2002-04-23,split,PGR,PROGRESSIVE CORP,3,N/A,N/A,PGR
2007-10-02,split,PH,PARKER-HANNIFIN CORP,1.5,N/A,N/A,PH
2005-09-02,split,PHM,PULTEGROUP INC,2,N/A,N/A,PHM
2004-01-05,split,PHM,PULTEGROUP INC,2,N/A,N/A,PHM
1998-06-02,split,PHM,PULTEGROUP INC,2,N/A,N/A,PHM
2011-09-13,split,PII,POLARIS INC,2,N/A,N/A,PII
2004-03-09,split,PII,POLARIS INC,2,N/A,N/A,PII
2026-03-24,split,PIPR,PIPER SANDLER COMPANIES,4,N/A,N/A,PIPR
2021-12-14,split,PLUS,EPLUS INC,2,N/A,N/A,PLUS
2017-04-03,split,PLUS,EPLUS INC,2,N/A,N/A,PLUS
2000-09-01,split,PLXS,PLEXUS CORP,2,N/A,N/A,PLXS
2004-05-11,split,PNFP,PINNACLE FINANCIAL PARTNERS INC,2,N/A,N/A,PNFP
2004-06-09,split,PNR,PENTAIR PLC,2,N/A,N/A,PNR
2004-09-13,split,POOL,POOL CORP,1.5,N/A,N/A,POOL
2003-09-15,split,POOL,POOL CORP,1.5,N/A,N/A,POOL
2001-09-10,split,POOL,POOL CORP,1.5,N/A,N/A,POOL
2000-06-20,split,POOL,POOL CORP,1.5,N/A,N/A,POOL
1998-07-27,split,POOL,POOL CORP,1.5,N/A,N/A,POOL
2020-08-19,split,POWI,POWER INTEGRATIONS INC,2,N/A,N/A,POWI
1999-11-23,split,POWI,POWER INTEGRATIONS INC,2,N/A,N/A,POWI
2026-04-06,split,POWL,POWELL INDUSTRIES INC,3,N/A,N/A,POWL
1999-08-02,split,PPC,PILGRIMS PRIDE CORP,1.5,N/A,N/A,PPC
2015-06-15,split,PPG,PPG INDUSTRIES INC,2,N/A,N/A,PPG
2005-08-25,split,PPL,PPL CORP,2,N/A,N/A,PPL
2003-08-25,split,PRDO,PERDOCEO EDUCATION CORP,2,N/A,N/A,PRDO
2001-10-01,split,PRDO,PERDOCEO EDUCATION CORP,2,N/A,N/A,PRDO
2000-08-28,split,PRDO,PERDOCEO EDUCATION CORP,2,N/A,N/A,PRDO
1999-04-01,split,PSKY,PARAMOUNT SKYDANCE CORP,2,N/A,N/A,PSKY
2006-02-28,split,PTC,PTC INC,0.4,N/A,N/A,PTC
1998-03-09,split,PTC,PTC INC,2,N/A,N/A,PTC
2004-07-01,split,PTEN,PATTERSON UTI ENERGY INC,2,N/A,N/A,PTEN
1998-01-26,split,PTEN,PATTERSON UTI ENERGY INC,2,N/A,N/A,PTEN
2000-04-10,split,PWR,QUANTA SERVICES INC,1.5,N/A,N/A,PWR
2004-08-16,split,QCOM,QUALCOMM INC,2,N/A,N/A,QCOM
1999-12-31,split,QCOM,QUALCOMM INC,4,N/A,N/A,QCOM
1999-05-11,split,QCOM,QUALCOMM INC,2,N/A,N/A,QCOM
2014-11-06,split,QRVO,QORVO INC,500,N/A,N/A,QRVO
2008-04-28,split,RBA,RB GLOBAL INC,3,N/A,N/A,RBA
2004-05-07,split,RBA,RB GLOBAL INC,2,N/A,N/A,RBA
1998-08-03,split,RCL,ROYAL CARIBBEAN CRUISES LTD,2,N/A,N/A,RCL
2001-06-21,split,RDN,RADIAN GROUP INC,2,N/A,N/A,RDN
2006-11-28,split,RDNT,RADNET INC,0.5,N/A,N/A,RDNT
2004-07-01,split,RF,REGIONS FINANCIAL CORP,1.235,N/A,N/A,RF
2000-06-13,split,RHI,ROBERT HALF INC,2,N/A,N/A,RHI
2014-10-20,split,RITM,RITHM CAPITAL CORP,0.5,N/A,N/A,RITM
2021-09-22,split,RJF,RAYMOND JAMES FINANCIAL INC,1.5,N/A,N/A,RJF
2006-03-23,split,RJF,RAYMOND JAMES FINANCIAL INC,1.5,N/A,N/A,RJF
2004-03-25,split,RJF,RAYMOND JAMES FINANCIAL INC,1.5,N/A,N/A,RJF
1998-04-03,split,RJF,RAYMOND JAMES FINANCIAL INC,1.5,N/A,N/A,RJF
2025-01-16,split,RLI,RLI CORP,2,N/A,N/A,RLI
2014-01-16,split,RLI,RLI CORP,2,N/A,N/A,RLI
2002-10-16,split,RLI,RLI CORP,2,N/A,N/A,RLI
1998-06-22,split,RLI,RLI CORP,1.25,N/A,N/A,RLI
2000-06-15,split,RMBS,RAMBUS INC,4,N/A,N/A,RMBS
2010-08-31,split,RMD,RESMED INC,2,N/A,N/A,RMD
2005-10-03,split,RMD,RESMED INC,2,N/A,N/A,RMD
2000-04-03,split,RMD,RESMED INC,2,N/A,N/A,RMD
1998-11-17,split,RMD,RESMED INC,2,N/A,N/A,RMD
2006-08-29,split,RNST,RENASANT CORP,1.5,N/A,N/A,RNST
2003-12-02,split,RNST,RENASANT CORP,1.5,N/A,N/A,RNST
1998-01-21,split,RNST,RENASANT CORP,1.5,N/A,N/A,RNST
2000-05-30,split,ROG,ROGERS CORP,2,N/A,N/A,ROG
2020-12-11,split,ROL,ROLLINS INC,1.5,N/A,N/A,ROL
2018-12-11,split,ROL,ROLLINS INC,1.5,N/A,N/A,ROL
2015-03-11,split,ROL,ROLLINS INC,1.5,N/A,N/A,ROL
